,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
2937,0_to_200,4,all_credits_paid_back,car_new,1395,less_100,1_to_4,2,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes,Risk
2938,less_0,13,prior_payments_delayed,furniture,2438,less_100,1_to_4,2,female,none,3,car_other,36,stores,rent,1,skilled,1,none,yes,Risk
2939,0_to_200,23,prior_payments_delayed,radio_tv,6154,less_100,greater_7,3,female,none,3,unknown,52,none,own,2,skilled,1,none,yes,Risk
2940,less_0,14,all_credits_paid_back,furniture,1120,less_100,4_to_7,3,female,none,1,real_estate,26,bank,own,2,unemployed,1,none,yes,Risk
2941,no_checking,25,prior_payments_delayed,business,6867,100_to_500,4_to_7,4,female,none,4,savings_insurance,41,none,own,1,skilled,1,none,yes,Risk
2942,0_to_200,9,credits_paid_to_date,car_new,250,500_to_1000,less_1,2,female,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,Risk
2943,no_checking,8,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,2,real_estate,38,none,own,1,skilled,1,none,yes,Risk
2944,less_0,5,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
2945,less_0,40,prior_payments_delayed,business,3172,100_to_500,greater_7,4,female,none,3,savings_insurance,28,bank,own,3,unemployed,1,none,yes,Risk
2946,less_0,11,prior_payments_delayed,furniture,250,less_100,1_to_4,2,female,none,3,savings_insurance,21,bank,rent,1,unskilled,1,yes,yes,Risk
2947,less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,Risk
2948,less_0,11,all_credits_paid_back,car_used,250,500_to_1000,less_1,1,female,none,1,real_estate,21,bank,rent,1,unemployed,1,none,yes,Risk
2949,no_checking,19,outstanding_credit,radio_tv,3667,500_to_1000,1_to_4,4,female,none,3,car_other,44,none,own,1,skilled,1,none,yes,Risk
2950,0_to_200,17,credits_paid_to_date,car_new,3321,less_100,unemployed,3,female,none,3,savings_insurance,30,none,own,2,skilled,1,yes,yes,Risk
2951,less_0,17,prior_payments_delayed,furniture,1884,less_100,4_to_7,2,female,none,2,savings_insurance,45,stores,free,1,unskilled,1,yes,yes,Risk
2952,less_0,8,all_credits_paid_back,education,2528,less_100,1_to_4,2,female,none,2,savings_insurance,38,none,own,1,skilled,1,none,yes,Risk
2953,0_to_200,4,credits_paid_to_date,vacation,2685,less_100,4_to_7,2,female,co-applicant,3,car_other,42,none,own,1,skilled,1,none,yes,Risk
2954,less_0,5,prior_payments_delayed,furniture,1993,less_100,less_1,2,female,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk
2955,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,savings_insurance,40,none,own,1,skilled,1,none,yes,Risk
2956,0_to_200,4,all_credits_paid_back,car_new,1704,less_100,1_to_4,3,female,none,2,car_other,19,none,own,1,skilled,1,none,yes,Risk
2957,less_0,9,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,24,none,rent,1,skilled,2,yes,yes,Risk
2958,less_0,16,prior_payments_delayed,retraining,1820,500_to_1000,greater_7,4,female,none,3,car_other,22,stores,rent,1,skilled,2,none,yes,Risk
2959,less_0,17,credits_paid_to_date,furniture,1195,less_100,less_1,3,female,none,3,real_estate,36,none,own,1,skilled,1,none,yes,Risk
2960,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,24,bank,rent,1,unskilled,1,none,yes,Risk
2961,0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,29,none,own,1,skilled,1,yes,yes,Risk
2962,less_0,10,all_credits_paid_back,car_used,1349,100_to_500,less_1,2,female,none,1,car_other,36,stores,rent,1,unskilled,2,none,yes,Risk
2963,less_0,8,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
2964,no_checking,20,credits_paid_to_date,retraining,3282,100_to_500,1_to_4,4,female,none,4,savings_insurance,42,none,own,2,skilled,1,none,yes,Risk
2965,0_to_200,30,credits_paid_to_date,retraining,2668,less_100,less_1,2,female,none,3,savings_insurance,20,none,own,1,skilled,1,none,yes,Risk
2966,less_0,17,prior_payments_delayed,car_new,250,100_to_500,1_to_4,2,female,none,2,real_estate,34,stores,rent,1,skilled,1,none,yes,Risk
2967,0_to_200,4,no_credits,car_new,451,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
2968,less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,Risk
2969,less_0,18,prior_payments_delayed,retraining,3270,less_100,1_to_4,3,female,none,2,car_other,38,none,rent,1,skilled,1,none,yes,Risk
2970,less_0,13,credits_paid_to_date,car_used,3068,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
2971,0_to_200,4,prior_payments_delayed,car_used,250,less_100,less_1,2,female,none,2,savings_insurance,48,bank,rent,1,unskilled,1,none,yes,Risk
2972,0_to_200,18,credits_paid_to_date,furniture,3182,500_to_1000,less_1,3,female,none,3,real_estate,25,bank,rent,1,unskilled,1,none,yes,Risk
2973,less_0,22,credits_paid_to_date,vacation,2627,less_100,1_to_4,3,female,none,1,car_other,34,bank,rent,1,unemployed,1,none,yes,Risk
2974,less_0,4,all_credits_paid_back,car_new,4853,less_100,less_1,1,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
2975,no_checking,13,credits_paid_to_date,furniture,4409,less_100,less_1,2,female,co-applicant,2,real_estate,32,none,own,1,skilled,1,none,yes,Risk
2976,less_0,17,no_credits,vacation,1970,100_to_500,1_to_4,3,female,none,2,savings_insurance,36,bank,rent,1,unemployed,1,none,yes,Risk
2977,0_to_200,13,credits_paid_to_date,car_new,1145,less_100,less_1,3,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,Risk
2978,no_checking,10,credits_paid_to_date,furniture,583,greater_1000,1_to_4,3,female,none,4,real_estate,38,none,own,1,skilled,1,none,yes,Risk
2979,less_0,20,credits_paid_to_date,furniture,1944,100_to_500,1_to_4,2,female,co-applicant,1,savings_insurance,37,bank,own,1,unemployed,1,yes,yes,Risk
2980,0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,Risk
2981,less_0,7,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
2982,no_checking,27,prior_payments_delayed,car_used,6906,100_to_500,1_to_4,4,female,none,4,car_other,42,none,own,2,skilled,1,none,yes,Risk
2983,less_0,21,prior_payments_delayed,radio_tv,2105,500_to_1000,1_to_4,3,female,none,3,car_other,33,stores,own,2,skilled,1,none,yes,Risk
2984,less_0,10,all_credits_paid_back,car_new,1078,less_100,1_to_4,1,female,none,2,real_estate,21,stores,own,1,skilled,1,none,yes,Risk
2985,less_0,11,credits_paid_to_date,car_used,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
2986,0_to_200,10,credits_paid_to_date,vacation,2325,less_100,unemployed,3,female,none,3,savings_insurance,22,bank,rent,1,unskilled,1,none,yes,Risk
2987,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,female,none,2,savings_insurance,27,stores,own,3,unskilled,2,yes,yes,Risk
2988,less_0,6,no_credits,car_new,250,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
2989,less_0,24,credits_paid_to_date,car_new,501,500_to_1000,4_to_7,3,female,none,1,savings_insurance,26,stores,own,2,unskilled,2,yes,yes,Risk
2990,less_0,7,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
2991,no_checking,34,credits_paid_to_date,appliances,4957,greater_1000,1_to_4,4,female,guarantor,2,real_estate,41,none,own,1,skilled,1,none,yes,Risk
2992,no_checking,30,prior_payments_delayed,appliances,7420,500_to_1000,1_to_4,4,female,none,2,car_other,44,bank,own,2,unskilled,1,none,yes,Risk
2993,less_0,8,all_credits_paid_back,car_used,1895,less_100,less_1,2,female,none,2,real_estate,39,stores,own,1,unskilled,1,none,yes,Risk
2994,less_0,19,credits_paid_to_date,furniture,250,500_to_1000,1_to_4,2,female,none,2,car_other,32,stores,rent,2,unskilled,1,none,yes,Risk
2995,less_0,22,credits_paid_to_date,appliances,2448,less_100,4_to_7,3,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,Risk
2996,0_to_200,16,credits_paid_to_date,car_used,517,less_100,1_to_4,3,female,none,1,savings_insurance,27,none,rent,1,skilled,1,none,no,Risk
2997,0_to_200,16,no_credits,car_new,2205,less_100,less_1,2,female,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,Risk
2998,0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,Risk
2999,less_0,14,prior_payments_delayed,radio_tv,1802,less_100,unemployed,1,female,none,1,savings_insurance,37,stores,own,1,skilled,1,yes,yes,Risk
3000,0_to_200,23,prior_payments_delayed,car_used,5851,less_100,1_to_4,4,female,none,3,unknown,47,none,own,2,skilled,1,none,yes,Risk
3001,0_to_200,6,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3002,no_checking,29,outstanding_credit,other,6558,greater_1000,greater_7,5,female,none,3,car_other,57,none,free,2,skilled,1,none,yes,Risk
3003,0_to_200,22,credits_paid_to_date,retraining,3122,less_100,less_1,3,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,Risk
3004,less_0,20,credits_paid_to_date,furniture,5682,less_100,less_1,2,female,none,2,savings_insurance,30,none,rent,2,skilled,1,none,yes,Risk
3005,less_0,8,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,20,none,rent,1,skilled,1,none,yes,Risk
3006,less_0,4,all_credits_paid_back,education,250,less_100,unemployed,1,female,none,1,real_estate,33,bank,rent,1,unskilled,1,none,yes,Risk
3007,less_0,11,prior_payments_delayed,furniture,1535,500_to_1000,1_to_4,3,female,none,3,car_other,34,none,rent,1,skilled,1,none,yes,Risk
3008,no_checking,25,credits_paid_to_date,business,7487,greater_1000,4_to_7,4,female,none,2,savings_insurance,54,none,own,3,skilled,2,yes,yes,Risk
3009,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3010,less_0,8,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,Risk
3011,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3012,less_0,20,credits_paid_to_date,retraining,2354,less_100,1_to_4,3,female,none,2,real_estate,39,none,own,2,skilled,1,none,yes,Risk
3013,0_to_200,4,prior_payments_delayed,car_used,1420,less_100,4_to_7,2,female,none,2,car_other,43,none,own,1,skilled,2,none,yes,Risk
3014,less_0,10,credits_paid_to_date,appliances,818,less_100,1_to_4,2,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,Risk
3015,less_0,19,credits_paid_to_date,car_used,3730,500_to_1000,4_to_7,3,female,co-applicant,2,savings_insurance,25,bank,own,1,unemployed,1,yes,yes,Risk
3016,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3017,0_to_200,15,prior_payments_delayed,retraining,2497,less_100,greater_7,4,female,none,3,car_other,24,stores,own,1,skilled,1,none,yes,Risk
3018,less_0,16,prior_payments_delayed,retraining,250,less_100,less_1,2,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes,Risk
3019,0_to_200,18,all_credits_paid_back,vacation,1800,500_to_1000,less_1,3,female,none,1,real_estate,25,none,rent,1,skilled,2,none,yes,Risk
3020,no_checking,27,prior_payments_delayed,appliances,4384,100_to_500,1_to_4,4,female,none,2,real_estate,38,none,free,2,skilled,1,yes,yes,Risk
3021,no_checking,27,prior_payments_delayed,furniture,2202,100_to_500,4_to_7,4,female,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes,Risk
3022,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,41,bank,rent,1,unemployed,1,none,yes,Risk
3023,less_0,12,all_credits_paid_back,furniture,250,less_100,less_1,1,female,none,2,savings_insurance,24,none,rent,1,skilled,1,none,yes,Risk
3024,0_to_200,4,all_credits_paid_back,car_used,250,less_100,unemployed,2,female,none,1,real_estate,20,none,rent,1,management_self-employed,1,none,yes,Risk
3025,less_0,12,prior_payments_delayed,car_new,250,greater_1000,less_1,1,female,none,2,real_estate,22,bank,rent,1,unemployed,1,none,yes,Risk
3026,no_checking,8,credits_paid_to_date,car_new,4222,500_to_1000,1_to_4,3,female,none,4,car_other,36,none,own,2,skilled,1,none,yes,Risk
3027,less_0,4,credits_paid_to_date,education,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3028,0_to_200,19,no_credits,car_used,1164,less_100,1_to_4,3,female,none,2,real_estate,32,none,rent,1,skilled,1,none,yes,Risk
3029,greater_200,8,credits_paid_to_date,car_new,1637,less_100,less_1,3,female,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes,Risk
3030,less_0,16,credits_paid_to_date,furniture,2618,500_to_1000,4_to_7,3,female,none,2,savings_insurance,32,bank,rent,2,unemployed,1,none,yes,Risk
3031,0_to_200,17,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,co-applicant,3,savings_insurance,52,stores,own,1,unskilled,1,yes,yes,Risk
3032,0_to_200,21,credits_paid_to_date,car_new,2104,less_100,less_1,1,female,none,3,real_estate,32,stores,own,1,skilled,1,none,yes,Risk
3033,0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,29,bank,own,1,unemployed,1,none,yes,Risk
3034,less_0,12,all_credits_paid_back,furniture,1472,100_to_500,1_to_4,2,female,none,1,savings_insurance,40,stores,own,1,skilled,1,yes,yes,Risk
3035,0_to_200,13,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes,Risk
3036,less_0,4,no_credits,furniture,1259,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3037,less_0,7,no_credits,car_new,250,100_to_500,less_1,1,female,none,1,real_estate,22,stores,rent,1,skilled,1,none,yes,Risk
3038,0_to_200,4,no_credits,repairs,250,less_100,unemployed,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
3039,no_checking,15,all_credits_paid_back,furniture,2539,greater_1000,1_to_4,2,female,none,3,savings_insurance,31,none,rent,1,skilled,2,none,yes,Risk
3040,greater_200,6,prior_payments_delayed,vacation,4178,less_100,1_to_4,2,female,none,2,savings_insurance,39,bank,own,1,unskilled,1,yes,yes,Risk
3041,less_0,10,all_credits_paid_back,car_new,3503,less_100,less_1,2,female,none,2,savings_insurance,24,none,own,1,skilled,1,yes,yes,Risk
3042,less_0,14,all_credits_paid_back,furniture,1784,less_100,unemployed,1,female,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,Risk
3043,0_to_200,26,credits_paid_to_date,furniture,250,100_to_500,1_to_4,1,female,none,3,car_other,29,stores,own,1,unskilled,1,none,yes,Risk
3044,less_0,7,prior_payments_delayed,car_new,250,less_100,less_1,2,female,none,2,real_estate,29,none,own,1,skilled,1,yes,yes,Risk
3045,no_checking,19,credits_paid_to_date,radio_tv,4548,100_to_500,4_to_7,4,female,none,4,savings_insurance,36,none,own,1,skilled,2,yes,yes,Risk
3046,0_to_200,4,credits_paid_to_date,car_used,906,100_to_500,1_to_4,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,Risk
3047,less_0,14,credits_paid_to_date,furniture,1157,less_100,less_1,2,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes,Risk
3048,no_checking,8,prior_payments_delayed,repairs,4231,less_100,less_1,3,female,none,4,real_estate,36,none,own,1,skilled,1,none,yes,Risk
3049,0_to_200,15,credits_paid_to_date,vacation,3090,less_100,1_to_4,3,female,co-applicant,1,savings_insurance,38,none,own,1,skilled,1,none,yes,Risk
3050,less_0,11,prior_payments_delayed,car_new,1525,100_to_500,1_to_4,2,female,none,1,real_estate,26,stores,own,1,skilled,1,yes,yes,Risk
3051,no_checking,17,prior_payments_delayed,radio_tv,1492,500_to_1000,greater_7,3,female,none,2,savings_insurance,46,none,own,1,skilled,1,none,yes,Risk
3052,less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3053,0_to_200,14,credits_paid_to_date,car_used,917,less_100,less_1,2,female,none,3,real_estate,24,none,own,1,skilled,1,none,yes,Risk
3054,less_0,6,no_credits,car_new,777,100_to_500,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3055,less_0,9,prior_payments_delayed,car_new,250,less_100,4_to_7,1,female,none,1,real_estate,29,stores,own,1,skilled,1,none,yes,Risk
3056,less_0,11,no_credits,car_used,368,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,Risk
3057,less_0,17,credits_paid_to_date,car_used,2065,less_100,less_1,3,female,none,3,savings_insurance,25,none,own,1,skilled,1,yes,yes,Risk
3058,less_0,4,credits_paid_to_date,car_used,1694,less_100,1_to_4,3,female,none,1,savings_insurance,26,none,own,1,skilled,1,none,yes,Risk
3059,less_0,8,all_credits_paid_back,education,2704,less_100,unemployed,2,female,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,Risk
3060,less_0,8,all_credits_paid_back,car_new,3350,less_100,less_1,1,female,none,1,car_other,32,none,own,2,skilled,1,yes,yes,Risk
3061,0_to_200,15,credits_paid_to_date,car_new,1323,less_100,4_to_7,3,female,none,2,real_estate,29,none,own,1,skilled,1,none,yes,Risk
3062,0_to_200,4,all_credits_paid_back,car_used,3562,less_100,1_to_4,3,female,none,2,savings_insurance,21,none,own,1,skilled,1,none,yes,Risk
3063,less_0,12,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,Risk
3064,0_to_200,19,prior_payments_delayed,radio_tv,358,100_to_500,greater_7,3,female,none,2,car_other,40,none,own,2,skilled,1,none,yes,Risk
3065,less_0,4,credits_paid_to_date,car_used,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,26,bank,rent,1,unskilled,1,none,yes,Risk
3066,no_checking,28,prior_payments_delayed,radio_tv,1820,unknown,less_1,2,female,none,4,savings_insurance,28,bank,rent,2,unemployed,1,yes,yes,Risk
3067,no_checking,11,credits_paid_to_date,car_used,4025,less_100,1_to_4,2,female,none,2,savings_insurance,40,none,own,1,skilled,2,none,yes,Risk
3068,less_0,19,credits_paid_to_date,vacation,3268,less_100,1_to_4,3,female,none,2,savings_insurance,22,none,own,1,skilled,1,none,yes,Risk
3069,no_checking,31,prior_payments_delayed,appliances,6610,100_to_500,1_to_4,4,female,none,3,savings_insurance,48,none,own,2,skilled,1,none,yes,Risk
3070,less_0,15,credits_paid_to_date,retraining,1302,less_100,less_1,1,female,none,2,real_estate,20,none,rent,1,skilled,1,none,yes,Risk
3071,less_0,17,credits_paid_to_date,radio_tv,2533,less_100,less_1,2,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,Risk
3072,no_checking,8,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes,Risk
3073,no_checking,8,prior_payments_delayed,car_new,1110,500_to_1000,1_to_4,3,female,none,3,car_other,36,none,own,1,skilled,1,yes,no,Risk
3074,0_to_200,13,credits_paid_to_date,furniture,250,less_100,less_1,2,female,co-applicant,2,real_estate,19,none,own,1,skilled,1,none,yes,Risk
3075,less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,36,stores,rent,1,unskilled,1,none,yes,Risk
3076,0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
3077,0_to_200,17,credits_paid_to_date,car_used,4490,less_100,1_to_4,2,female,none,2,savings_insurance,32,none,free,1,skilled,1,none,yes,Risk
3078,0_to_200,8,all_credits_paid_back,car_used,2069,less_100,4_to_7,2,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,Risk
3079,no_checking,28,prior_payments_delayed,radio_tv,4153,100_to_500,1_to_4,3,female,none,3,car_other,41,none,own,1,skilled,1,yes,yes,Risk
3080,greater_200,27,credits_paid_to_date,car_new,1471,100_to_500,1_to_4,3,female,none,3,car_other,33,none,own,2,skilled,1,yes,yes,Risk
3081,less_0,10,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,1,real_estate,22,stores,own,1,skilled,1,none,yes,Risk
3082,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,Risk
3083,less_0,10,all_credits_paid_back,car_new,1693,less_100,1_to_4,3,female,none,2,car_other,31,none,rent,1,skilled,1,none,yes,Risk
3084,less_0,9,all_credits_paid_back,car_used,489,less_100,1_to_4,2,female,none,3,real_estate,23,none,own,1,skilled,1,none,yes,Risk
3085,less_0,20,no_credits,vacation,862,less_100,unemployed,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
3086,less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,1,female,none,2,savings_insurance,28,stores,rent,1,skilled,1,none,yes,Risk
3087,less_0,20,credits_paid_to_date,appliances,2615,less_100,less_1,2,female,none,1,savings_insurance,32,stores,own,1,skilled,1,none,yes,Risk
3088,less_0,9,all_credits_paid_back,car_used,250,100_to_500,unemployed,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3089,0_to_200,19,all_credits_paid_back,car_new,250,less_100,4_to_7,3,female,none,3,savings_insurance,25,stores,own,1,skilled,1,none,yes,Risk
3090,0_to_200,4,all_credits_paid_back,radio_tv,250,less_100,less_1,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3091,less_0,8,prior_payments_delayed,car_used,840,less_100,1_to_4,2,female,none,1,car_other,30,none,rent,1,skilled,1,none,yes,Risk
3092,0_to_200,24,prior_payments_delayed,retraining,2410,100_to_500,4_to_7,3,female,none,1,car_other,37,stores,own,1,unskilled,1,none,yes,Risk
3093,0_to_200,25,prior_payments_delayed,car_used,2487,greater_1000,1_to_4,2,female,none,2,savings_insurance,35,stores,own,1,skilled,1,none,yes,Risk
3094,less_0,21,all_credits_paid_back,radio_tv,435,500_to_1000,less_1,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
3095,less_0,26,outstanding_credit,radio_tv,1853,100_to_500,greater_7,4,female,none,2,car_other,37,stores,own,1,unskilled,1,none,yes,Risk
3096,less_0,4,credits_paid_to_date,car_used,619,100_to_500,less_1,1,female,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,Risk
3097,less_0,25,prior_payments_delayed,radio_tv,3358,100_to_500,4_to_7,2,female,none,2,savings_insurance,23,bank,own,1,unskilled,2,yes,yes,Risk
3098,less_0,9,all_credits_paid_back,car_new,2693,less_100,less_1,1,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,Risk
3099,less_0,15,credits_paid_to_date,furniture,286,100_to_500,less_1,2,female,none,3,real_estate,28,none,rent,1,skilled,1,none,yes,Risk
3100,less_0,20,no_credits,vacation,2447,less_100,unemployed,2,female,none,2,real_estate,26,none,own,1,skilled,1,none,yes,Risk
3101,less_0,4,no_credits,car_new,1833,less_100,unemployed,1,female,none,1,real_estate,23,none,rent,1,skilled,1,none,yes,Risk
3102,no_checking,26,prior_payments_delayed,furniture,4324,100_to_500,1_to_4,3,female,none,4,savings_insurance,50,none,own,1,skilled,1,yes,yes,Risk
3103,0_to_200,13,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,Risk
3104,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,42,stores,rent,1,skilled,1,none,yes,Risk
3105,less_0,14,all_credits_paid_back,car_used,250,less_100,unemployed,2,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
3106,less_0,17,prior_payments_delayed,furniture,3016,less_100,less_1,1,female,co-applicant,3,unknown,35,stores,free,2,skilled,1,none,yes,Risk
3107,less_0,12,all_credits_paid_back,car_used,250,less_100,less_1,1,female,none,1,savings_insurance,20,stores,own,1,skilled,1,none,yes,Risk
3108,less_0,4,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,1,real_estate,23,stores,own,1,skilled,1,none,yes,Risk
3109,0_to_200,19,prior_payments_delayed,car_used,4215,100_to_500,1_to_4,3,female,none,2,savings_insurance,40,none,own,1,skilled,1,none,yes,Risk
3110,less_0,4,credits_paid_to_date,car_new,990,100_to_500,unemployed,1,female,none,2,car_other,24,stores,rent,1,skilled,1,none,yes,Risk
3111,0_to_200,8,all_credits_paid_back,car_new,5082,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,Risk
3112,0_to_200,15,credits_paid_to_date,car_new,1733,less_100,less_1,2,female,none,2,real_estate,31,bank,rent,1,unskilled,1,none,yes,Risk
3113,no_checking,29,prior_payments_delayed,car_used,4478,100_to_500,1_to_4,4,female,none,4,car_other,55,none,own,2,skilled,1,none,yes,Risk
3114,less_0,16,credits_paid_to_date,car_new,1891,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3115,less_0,14,all_credits_paid_back,car_new,496,less_100,4_to_7,3,female,none,1,real_estate,34,stores,rent,1,skilled,1,none,yes,Risk
3116,0_to_200,18,credits_paid_to_date,car_used,250,less_100,less_1,2,female,co-applicant,3,real_estate,42,none,own,1,skilled,1,none,yes,Risk
3117,no_checking,12,credits_paid_to_date,car_new,2048,less_100,less_1,2,female,none,4,real_estate,35,none,rent,1,skilled,1,none,yes,Risk
3118,greater_200,19,credits_paid_to_date,retraining,3284,greater_1000,less_1,2,female,none,3,real_estate,33,none,own,2,skilled,1,none,yes,Risk
3119,0_to_200,4,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,1,savings_insurance,30,none,rent,1,skilled,1,none,yes,Risk
3120,no_checking,26,prior_payments_delayed,radio_tv,6415,100_to_500,1_to_4,4,female,none,3,car_other,49,none,own,2,skilled,1,none,yes,Risk
3121,less_0,10,all_credits_paid_back,furniture,706,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3122,less_0,19,credits_paid_to_date,furniture,1283,less_100,unemployed,2,female,none,2,real_estate,20,none,rent,1,skilled,1,none,yes,Risk
3123,less_0,13,all_credits_paid_back,car_used,1241,less_100,1_to_4,3,female,none,1,real_estate,29,none,own,1,skilled,1,none,yes,Risk
